External_Id__c,Owner.External_Id__c,Status,FirstName,LastName,CreatedDate__c,ConvertedDate__c,Title,Salutation,LeadSource,Industry
W_Lead.363,W_User.19,Rejected,Daniel,Harris,2016-10-20 19:02:10,2017-01-01 19:02:10,Biostatistician IV,Dr,Cold Call,Chemicals
W_Lead.364,W_User.9,Draft,Kenneth,Johnson,2016-12-08 03:15:07,2017-03-27 03:15:07,Nurse Practicioner,Ms,Website,Apparel
W_Lead.365,W_User.8,Pending,Shawn,Cook,2017-01-25 04:33:28,2017-04-20 04:33:28,Speech Pathologist,Mrs,Referral,Insurance
W_Lead.366,W_User.20,Approved,Jeffrey,Rodriguez,2016-07-09 09:39:48,2016-09-27 09:39:48,Accounting Assistant IV,Ms,Data.com,Banking
W_Lead.367,W_User.9,Draft,Dennis,Frazier,2016-09-13 10:44:28,2017-02-13 10:44:28,Sales Associate,Rev,Partner,Energy
W_Lead.368,W_User.2,Working,Frank,Young,2016-12-12 15:27:58,2017-04-22 15:27:58,Environmental Specialist,Mr,Referral,Healthcare & Life Sciences
W_Lead.369,W_User.1,Pending,Frank,Butler,2016-11-25 08:56:54,2017-06-08 08:56:54,Research Nurse,Mr,Marketing Event,Government
W_Lead.370,W_User.15,Rejected,Ryan,Harrison,2016-07-20 12:14:19,2017-02-15 12:14:19,Electrical Engineer,Honorable,Referral,Transportation
W_Lead.371,W_User.13,Qualified - Convert,Mark,Howell,2016-07-31 23:54:55,2017-02-16 23:54:55,Analog Circuit Design manager,Dr,Social Media,Government
W_Lead.372,W_User.10,Archived,Roy,Cox,2016-12-16 03:18:20,2017-07-14 03:18:20,Electrical Engineer,Ms,Website,Food & Beverage
W_Lead.373,W_User.6,Approved,Carlos,Freeman,2016-08-30 12:42:52,2017-02-02 12:42:52,Web Designer II,Honorable,Social Media,Insurance
W_Lead.374,W_User.11,Rejected,Jonathan,Rogers,2016-07-17 05:46:28,2016-08-16 05:46:28,VP Product Management,Rev,Partner,Transportation
W_Lead.375,W_User.16,Submitted,Keith,Wood,2016-09-22 02:04:04,2017-03-20 02:04:04,Recruiter,Mrs,Website,Consulting
W_Lead.376,W_User.4,Working,Jose,Perez,2016-10-29 23:38:41,2017-04-01 23:38:41,Community Outreach Specialist,Rev,Cold Call,Machinery
W_Lead.377,W_User.13,Working,Steven,Wright,2016-12-22 23:16:35,2017-05-08 23:16:35,Analyst Programmer,Dr,Data.com,Hospitality
W_Lead.378,W_User.17,Archived,Steve,Lynch,2016-08-05 14:08:49,2016-10-02 14:08:49,Senior Quality Engineer,Mr,Referral,Government
W_Lead.379,W_User.12,Draft,Brandon,Adams,2016-08-11 10:19:25,2016-09-03 10:19:25,Marketing Assistant,Rev,Social Media,Biotechnology
W_Lead.380,W_User.4,Approved,Patrick,Ellis,2016-08-22 23:19:50,2016-10-16 23:19:50,Administrative Officer,Dr,Social Media,Entertainment
W_Lead.381,W_User.9,Submitted,Clarence,Robertson,2016-10-29 15:40:49,2017-01-01 15:40:49,Project Manager,Mrs,Social Media,Hospitality
W_Lead.382,W_User.13,Approved,Charles,Young,2016-08-19 08:38:21,2016-09-20 08:38:21,Data Coordiator,Mrs,Inbound Call,Communications
W_Lead.383,W_User.12,Rejected,Alan,Nichols,2016-09-24 13:11:27,2017-01-06 13:11:27,Financial Advisor,Dr,Referral,Healthcare & Life Sciences
W_Lead.384,W_User.17,Pending,Johnny,Hart,2016-07-11 03:30:11,2016-10-17 03:30:11,Staff Scientist,Ms,Partner,Government
W_Lead.385,W_User.15,Rejected,Aaron,Hunt,2016-11-20 23:08:56,2017-02-28 23:08:56,Marketing Assistant,Mrs,Cold Call,Transportation
W_Lead.386,W_User.16,Rejected,Jesse,Wagner,2016-07-09 20:16:39,2016-11-20 20:16:39,Engineer IV,Rev,Website,Food & Beverage
W_Lead.387,W_User.9,Draft,Mark,Gutierrez,2016-11-15 06:15:20,2017-02-01 06:15:20,Chief Design Engineer,Rev,Marketing Event,Apparel
W_Lead.388,W_User.19,Qualified - Convert,Ryan,Hughes,2016-08-09 16:28:59,2017-02-13 16:28:59,Quality Control Specialist,Dr,Cold Call,Apparel
W_Lead.389,W_User.8,Archived,Kenneth,Woods,2016-07-07 23:35:42,2016-11-02 23:35:42,Editor,Mrs,Data.com,Communications
W_Lead.390,W_User.16,Qualified - Convert,Shawn,Larson,2016-08-09 23:11:32,2017-01-12 23:11:32,Director of Sales,Mrs,Marketing Event,Electronics
W_Lead.391,W_User.2,Archived,Charles,Fowler,2017-01-19 17:01:15,2017-07-23 17:01:15,Chief Design Engineer,Mr,Social Media,Entertainment
W_Lead.392,W_User.3,Rejected,Louis,Woods,2016-11-28 11:12:36,2017-06-11 11:12:36,Engineer II,Honorable,Marketing Event,Environmental
W_Lead.393,W_User.8,Pending,Mark,Carroll,2016-07-22 16:45:07,2017-01-10 16:45:07,Recruiting Manager,Rev,Referral,Insurance
W_Lead.394,W_User.1,Draft,Joseph,Ward,2016-07-09 03:17:33,2016-08-10 03:17:33,Nuclear Power Engineer,Mr,Community,Environmental
W_Lead.395,W_User.11,Pending,Charles,Carpenter,2017-01-23 04:25:11,2017-07-16 04:25:11,Safety Technician III,Mrs,Website,Transportation
W_Lead.396,W_User.5,Working,Kevin,Hawkins,2016-11-17 06:30:14,2017-01-28 06:30:14,Professor,Rev,Marketing Event,Agriculture
W_Lead.397,W_User.12,Working,Matthew,Hayes,2016-12-28 20:56:40,2017-03-22 20:56:40,Senior Developer,Dr,Inbound Call,Technology
W_Lead.398,W_User.10,Submitted,Gerald,Bryant,2016-09-21 20:53:47,2017-02-06 20:53:47,Environmental Specialist,Mrs,Inbound Call,Engineering
W_Lead.399,W_User.13,Open,William,Thomas,2016-12-25 01:39:40,2017-07-10 01:39:40,Payment Adjustment Coordinator,Honorable,Cold Call,Agriculture
W_Lead.400,W_User.2,Archived,Randy,Ellis,2016-08-14 02:05:53,2016-09-02 02:05:53,Senior Quality Engineer,Ms,Community,Apparel
W_Lead.401,W_User.4,Archived,Jason,Dean,2016-12-30 06:37:36,2017-07-10 06:37:36,VP Marketing,Dr,Partner,Healthcare & Life Sciences
W_Lead.402,W_User.20,Working,Ronald,King,2016-11-01 13:22:11,2017-05-30 13:22:11,Software Engineer II,Rev,Social Media,Hospitality
W_Lead.403,W_User.16,Submitted,Harry,Carroll,2017-01-19 21:40:06,2017-06-10 21:40:06,Chemical Engineer,Ms,Social Media,Government
W_Lead.404,W_User.10,Submitted,Ronald,Jones,2016-08-10 02:51:21,2017-02-19 02:51:21,Operator,Mr,Social Media,Insurance
W_Lead.405,W_User.13,Pending,Brandon,Clark,2016-09-24 02:32:15,2017-04-01 02:32:15,General Manager,Dr,Community,Chemicals
W_Lead.406,W_User.14,Working,Bruce,Cunningham,2016-09-14 21:10:27,2016-09-30 21:10:27,Analog Circuit Design manager,Dr,Social Media,Environmental
W_Lead.407,W_User.6,Draft,David,Phillips,2016-10-03 01:10:24,2016-12-24 01:10:24,Environmental Specialist,Rev,Data.com,Electronics
W_Lead.408,W_User.18,Pending,William,Myers,2016-09-05 06:21:35,2016-12-14 06:21:35,Recruiting Manager,Honorable,Partner,Government
W_Lead.409,W_User.18,Rejected,Philip,Evans,2016-11-14 08:49:21,2016-12-28 08:49:21,VP Quality Control,Honorable,Referral,Media
W_Lead.410,W_User.12,Submitted,Michael,Berry,2016-10-01 15:21:05,2017-04-25 15:21:05,Software Test Engineer III,Honorable,Inbound Call,Electronics
W_Lead.411,W_User.3,Draft,Terry,Henderson,2017-01-10 16:00:25,2017-02-24 16:00:25,Paralegal,Mrs,Referral,Chemicals
W_Lead.412,W_User.13,Rejected,Justin,Collins,2016-08-13 14:19:58,2016-11-10 14:19:58,Structural Engineer,Mrs,Inbound Call,Media
W_Lead.413,W_User.17,Rejected,Jack,Walker,2016-08-07 08:10:44,2016-10-07 08:10:44,Programmer Analyst II,Dr,Referral,Banking
W_Lead.414,W_User.16,Submitted,Brian,Clark,2016-07-03 20:28:04,2016-07-20 20:28:04,Budget/Accounting Analyst II,Mrs,Community,Media
W_Lead.415,W_User.9,Qualified - Convert,Jeremy,Frazier,2016-10-23 05:58:28,2017-04-04 05:58:28,Staff Scientist,Dr,Referral,Biotechnology
W_Lead.416,W_User.19,Submitted,Russell,Lane,2017-01-16 19:37:47,2017-06-20 19:37:47,Actuary,Honorable,Community,Energy
W_Lead.417,W_User.16,Approved,Russell,Snyder,2016-10-16 17:05:52,2017-02-19 17:05:52,Administrative Officer,Honorable,Community,Machinery
W_Lead.418,W_User.8,Submitted,Victor,Montgomery,2016-11-06 01:06:36,2017-02-22 01:06:36,Social Worker,Honorable,Referral,Banking
W_Lead.419,W_User.6,Archived,Russell,Barnes,2016-10-20 11:31:13,2017-05-01 11:31:13,Associate Professor,Ms,Cold Call,Transportation
W_Lead.420,W_User.19,Rejected,Gregory,Day,2016-10-14 22:46:03,2017-03-14 22:46:03,Help Desk Technician,Honorable,Cold Call,Food & Beverage
W_Lead.421,W_User.12,Qualified - Convert,Gary,Payne,2016-09-13 17:51:11,2016-10-30 17:51:11,Desktop Support Technician,Mr,Community,Communications
W_Lead.422,W_User.16,Qualified - Convert,Antonio,Johnson,2016-11-09 02:37:55,2017-03-24 02:37:55,Data Coordiator,Ms,Community,Food & Beverage
W_Lead.423,W_User.9,Archived,Raymond,Gonzalez,2016-10-29 06:09:22,2017-01-28 06:09:22,Health Coach II,Mr,Referral,Insurance
W_Lead.424,W_User.6,Archived,Stephen,Weaver,2016-08-01 16:16:26,2017-01-30 16:16:26,Accountant I,Mr,Inbound Call,Biotechnology
W_Lead.425,W_User.9,Working,Shawn,Alexander,2016-09-29 18:28:10,2017-04-22 18:28:10,Professor,Rev,Website,Finance
W_Lead.426,W_User.3,Archived,Jonathan,Schmidt,2016-12-25 21:17:43,2017-07-04 21:17:43,Budget/Accounting Analyst I,Mrs,Social Media,Engineering
W_Lead.427,W_User.14,Archived,Christopher,Woods,2016-11-05 21:43:03,2017-03-16 21:43:03,Pharmacist,Mrs,Social Media,Banking
W_Lead.428,W_User.11,Working,Paul,Alvarez,2016-12-14 10:03:57,2017-02-25 10:03:57,Research Assistant IV,Dr,Website,Media
W_Lead.429,W_User.2,Pending,Jason,Garrett,2016-12-01 02:50:51,2016-12-31 02:50:51,Quality Engineer,Dr,Partner,Transportation
W_Lead.430,W_User.3,Submitted,Todd,Warren,2016-08-01 12:51:50,2017-01-19 12:51:50,Executive Secretary,Rev,Community,Government
W_Lead.431,W_User.6,Qualified - Convert,Mark,Graham,2016-07-24 22:02:21,2017-01-02 22:02:21,Marketing Manager,Honorable,Website,Engineering
W_Lead.432,W_User.9,Qualified - Convert,Henry,Campbell,2016-07-23 02:11:08,2016-08-17 02:11:08,Senior Cost Accountant,Rev,Cold Call,Apparel
W_Lead.433,W_User.1,Rejected,John,Little,2016-10-10 15:08:14,2016-11-03 15:08:14,Registered Nurse,Rev,Marketing Event,Hospitality
W_Lead.434,W_User.17,Archived,Jason,Olson,2016-11-20 03:34:26,2017-02-28 03:34:26,Operator,Dr,Cold Call,Environmental
W_Lead.435,W_User.9,Rejected,Mark,Morgan,2016-09-12 20:01:51,2016-12-14 20:01:51,Office Assistant II,Ms,Inbound Call,Agriculture
W_Lead.436,W_User.3,Archived,Ernest,Jones,2016-09-15 17:55:13,2016-12-21 17:55:13,Structural Engineer,Dr,Partner,Hospitality
W_Lead.437,W_User.13,Pending,Johnny,Payne,2016-09-21 05:57:04,2016-10-25 05:57:04,Software Consultant,Honorable,Data.com,Chemicals
W_Lead.438,W_User.10,Archived,Thomas,Martin,2016-08-04 02:14:42,2017-02-01 02:14:42,Legal Assistant,Dr,Partner,Apparel
W_Lead.439,W_User.5,Open,Jose,Jones,2016-08-14 06:15:36,2017-01-03 06:15:36,VP Accounting,Rev,Partner,Transportation
W_Lead.440,W_User.18,Working,Nicholas,Howard,2016-12-14 09:05:57,2017-06-21 09:05:57,Operator,Honorable,Inbound Call,Environmental
W_Lead.441,W_User.7,Draft,Frank,Murray,2016-09-28 09:50:33,2016-12-16 09:50:33,Desktop Support Technician,Mrs,Website,Environmental
W_Lead.442,W_User.8,Archived,Charles,Morrison,2016-09-18 23:31:38,2016-12-11 23:31:38,Teacher,Rev,Marketing Event,Insurance
W_Lead.443,W_User.6,Archived,Steven,Bailey,2016-07-24 13:57:06,2017-01-30 13:57:06,Assistant Media Planner,Rev,Partner,Electronics
W_Lead.444,W_User.9,Open,Peter,Medina,2017-01-30 04:01:50,2017-07-31 04:01:50,Administrative Assistant I,Mr,Inbound Call,Insurance
W_Lead.445,W_User.19,Open,Carl,Montgomery,2016-09-02 00:24:25,2017-03-09 00:24:25,Speech Pathologist,Rev,Social Media,Agriculture
W_Lead.446,W_User.17,Qualified - Convert,Antonio,Howell,2016-08-28 06:44:24,2016-11-12 06:44:24,Community Outreach Specialist,Honorable,Cold Call,Food & Beverage
W_Lead.447,W_User.12,Archived,Richard,Robertson,2016-07-18 21:40:24,2016-09-04 21:40:24,Software Engineer III,Honorable,Partner,Food & Beverage
W_Lead.448,W_User.14,Draft,Johnny,Robertson,2017-01-22 18:43:51,2017-06-01 18:43:51,Office Assistant I,Ms,Cold Call,Engineering
W_Lead.449,W_User.14,Submitted,Jeremy,Burton,2016-10-05 02:59:22,2016-11-15 02:59:22,Environmental Specialist,Honorable,Data.com,Media
W_Lead.450,W_User.6,Working,Richard,Matthews,2016-08-25 14:24:22,2017-01-31 14:24:22,Marketing Manager,Rev,Marketing Event,Finance
W_Lead.451,W_User.19,Pending,Michael,Bell,2016-11-28 11:44:29,2017-05-24 11:44:29,Account Executive,Rev,Community,Hospitality
W_Lead.452,W_User.14,Rejected,Willie,Ryan,2016-11-30 15:38:58,2017-02-02 15:38:58,Physical Therapy Assistant,Mrs,Marketing Event,Banking
W_Lead.453,W_User.7,Qualified - Convert,Louis,Ford,2016-08-05 11:35:24,2016-11-23 11:35:24,Occupational Therapist,Honorable,Partner,Biotechnology
W_Lead.454,W_User.6,Approved,Clarence,Murray,2016-10-26 22:37:59,2017-02-09 22:37:59,Budget/Accounting Analyst II,Dr,Marketing Event,Entertainment
W_Lead.455,W_User.10,Archived,Albert,Peterson,2017-01-28 03:08:34,2017-03-25 03:08:34,VP Product Management,Mrs,Marketing Event,Chemicals
W_Lead.456,W_User.18,Approved,Scott,Wallace,2016-09-18 02:11:20,2017-03-24 02:11:20,Assistant Media Planner,Mrs,Marketing Event,Hospitality
W_Lead.457,W_User.13,Draft,Jeffrey,Daniels,2016-07-31 02:00:50,2016-08-22 02:00:50,Quality Engineer,Ms,Partner,Energy
W_Lead.458,W_User.2,Draft,Gregory,Romero,2016-09-27 07:54:26,2016-10-24 07:54:26,Health Coach III,Rev,Inbound Call,Media
W_Lead.459,W_User.4,Approved,Louis,Spencer,2016-12-06 20:23:23,2017-06-12 20:23:23,Librarian,Honorable,Referral,Healthcare & Life Sciences
W_Lead.460,W_User.10,Archived,Thomas,Roberts,2016-07-03 18:14:04,2016-08-17 18:14:04,Safety Technician IV,Honorable,Marketing Event,Agriculture
W_Lead.461,W_User.12,Open,Nicholas,Hunter,2016-09-02 18:00:18,2016-10-10 18:00:18,Nurse Practicioner,Dr,Referral,Apparel
W_Lead.462,W_User.5,Qualified - Convert,Jonathan,Allen,2016-12-25 08:34:03,2017-04-18 08:34:03,Technical Writer,Rev,Partner,Agriculture
W_Lead.463,W_User.20,Open,Jeffrey,Flores,2017-01-27 18:45:52,2017-08-06 18:45:52,Account Coordinator,Mrs,Data.com,Biotechnology
W_Lead.464,W_User.12,Working,Jeremy,Lane,2017-01-10 19:57:35,2017-02-06 19:57:35,Developer I,Ms,Community,Machinery
W_Lead.465,W_User.2,Qualified - Convert,Jack,Burke,2016-08-05 22:18:05,2016-09-09 22:18:05,Account Coordinator,Ms,Inbound Call,Hospitality
W_Lead.466,W_User.5,Qualified - Convert,Victor,Franklin,2016-07-23 01:06:34,2016-08-27 01:06:34,Structural Engineer,Mrs,Cold Call,Media
W_Lead.467,W_User.20,Draft,Shawn,Green,2016-12-15 08:09:56,2017-04-05 08:09:56,Financial Analyst,Honorable,Partner,Communications
W_Lead.468,W_User.12,Rejected,Stephen,Walker,2016-10-31 22:59:01,2017-01-17 22:59:01,Senior Quality Engineer,Mrs,Social Media,Communications
W_Lead.469,W_User.17,Open,Gerald,James,2016-07-22 11:24:17,2016-10-17 11:24:17,Occupational Therapist,Ms,Inbound Call,Healthcare & Life Sciences
W_Lead.470,W_User.12,Working,Russell,Gomez,2017-01-13 13:41:14,2017-01-29 13:41:14,Financial Analyst,Ms,Community,Electronics
W_Lead.471,W_User.3,Approved,Gary,Kelley,2017-01-30 08:28:07,2017-08-26 08:28:07,Analog Circuit Design manager,Honorable,Marketing Event,Consulting
W_Lead.472,W_User.1,Archived,Stephen,Rogers,2016-10-01 12:52:15,2016-10-27 12:52:15,Recruiting Manager,Honorable,Data.com,Environmental
W_Lead.473,W_User.1,Working,Jerry,Hill,2016-10-02 17:06:10,2016-10-19 17:06:10,Director of Sales,Ms,Partner,Insurance
W_Lead.474,W_User.13,Pending,Willie,Lane,2017-01-13 15:30:04,2017-07-26 15:30:04,Database Administrator II,Dr,Cold Call,Communications
W_Lead.475,W_User.20,Open,Benjamin,Robinson,2016-09-28 17:33:06,2016-11-30 17:33:06,Structural Engineer,Ms,Website,Food & Beverage
W_Lead.476,W_User.18,Draft,Arthur,Taylor,2016-07-19 08:14:10,2016-11-10 08:14:10,Nurse,Mr,Inbound Call,Environmental
W_Lead.477,W_User.3,Open,Stephen,Wright,2016-07-04 03:25:01,2016-11-15 03:25:01,VP Sales,Mrs,Cold Call,Transportation
W_Lead.478,W_User.4,Open,Jose,Myers,2016-09-14 12:54:48,2017-02-01 12:54:48,Project Manager,Honorable,Website,Electronics
W_Lead.479,W_User.12,Archived,Justin,Hicks,2016-07-28 00:11:28,2017-01-08 00:11:28,Sales Representative,Mrs,Referral,Hospitality
W_Lead.480,W_User.10,Qualified - Convert,Eric,Austin,2016-07-19 12:46:34,2017-01-30 12:46:34,Physical Therapy Assistant,Mr,Community,Technology
W_Lead.481,W_User.6,Approved,Joe,Gilbert,2016-07-17 09:27:51,2016-08-22 09:27:51,Executive Secretary,Honorable,Inbound Call,Biotechnology
W_Lead.482,W_User.13,Submitted,Larry,Boyd,2017-01-04 00:06:05,2017-02-11 00:06:05,Administrative Officer,Rev,Website,Electronics
W_Lead.483,W_User.2,Qualified - Convert,Walter,Bryant,2016-08-16 14:03:40,2017-02-22 14:03:40,Chief Design Engineer,Mrs,Marketing Event,Biotechnology
W_Lead.484,W_User.19,Pending,Antonio,Wright,2016-08-05 03:20:23,2016-11-10 03:20:23,Information Systems Manager,Mr,Marketing Event,Energy
W_Lead.485,W_User.18,Pending,Ernest,Hart,2016-07-16 07:12:43,2016-10-26 07:12:43,Help Desk Technician,Honorable,Partner,Apparel
W_Lead.486,W_User.10,Approved,Jimmy,Hunt,2016-11-07 08:43:53,2017-04-19 08:43:53,Structural Engineer,Mr,Community,Environmental
W_Lead.487,W_User.16,Submitted,Clarence,Jones,2017-01-05 09:15:06,2017-02-23 09:15:06,Product Engineer,Honorable,Marketing Event,Environmental
W_Lead.488,W_User.13,Approved,Martin,Miller,2016-09-30 17:08:57,2016-11-23 17:08:57,Product Engineer,Rev,Data.com,Insurance
W_Lead.489,W_User.18,Working,Brian,Kelley,2016-08-20 10:45:38,2017-03-07 10:45:38,Cost Accountant,Mrs,Website,Biotechnology
W_Lead.490,W_User.5,Qualified - Convert,Scott,Larson,2016-11-05 23:52:21,2017-04-10 23:52:21,Operator,Rev,Social Media,Media
W_Lead.491,W_User.14,Draft,Wayne,Lawrence,2016-09-01 06:39:13,2016-10-08 06:39:13,Geologist IV,Rev,Referral,Government
W_Lead.492,W_User.10,Submitted,Jonathan,Bennett,2016-12-04 01:56:13,2017-01-26 01:56:13,VP Quality Control,Ms,Social Media,Agriculture
W_Lead.493,W_User.8,Open,Willie,Cox,2016-09-08 10:53:06,2017-02-14 10:53:06,Accounting Assistant II,Mr,Marketing Event,Environmental
W_Lead.494,W_User.17,Pending,Anthony,Harvey,2016-10-31 14:30:16,2016-12-04 14:30:16,Biostatistician I,Dr,Cold Call,Government
W_Lead.495,W_User.1,Draft,Sean,Young,2016-11-05 20:20:06,2017-01-31 20:20:06,Actuary,Ms,Cold Call,Machinery
W_Lead.496,W_User.14,Submitted,Jack,Burns,2016-08-30 05:20:28,2016-09-17 05:20:28,Director of Sales,Mrs,Partner,Food & Beverage
W_Lead.497,W_User.1,Qualified - Convert,Bruce,Welch,2016-11-01 20:08:14,2017-04-23 20:08:14,Senior Editor,Honorable,Social Media,Finance
W_Lead.498,W_User.20,Draft,James,Ferguson,2016-10-28 10:02:14,2017-05-22 10:02:14,Sales Associate,Mr,Social Media,Transportation
W_Lead.499,W_User.6,Archived,Martin,Wilson,2017-01-11 15:11:43,2017-04-22 15:11:43,VP Quality Control,Ms,Social Media,Technology
W_Lead.500,W_User.14,Pending,Dennis,Gutierrez,2016-11-03 15:44:05,2017-04-16 15:44:05,Human Resources Manager,Ms,Cold Call,Transportation
W_Lead.501,W_User.7,Approved,Juan,Fernandez,2016-10-27 00:55:09,2016-11-18 00:55:09,Senior Developer,Mrs,Social Media,Food & Beverage
W_Lead.502,W_User.10,Qualified - Convert,Chris,Greene,2016-08-04 09:33:05,2016-09-21 09:33:05,Graphic Designer,Honorable,Partner,Electronics
W_Lead.503,W_User.7,Submitted,Gerald,Spencer,2016-08-12 05:58:43,2017-02-06 05:58:43,Junior Executive,Honorable,Data.com,Banking
W_Lead.504,W_User.2,Archived,Daniel,Powell,2016-08-21 10:04:41,2017-01-08 10:04:41,Electrical Engineer,Honorable,Partner,Communications
W_Lead.505,W_User.17,Draft,Kenneth,Baker,2016-07-07 17:50:52,2016-10-28 17:50:52,Environmental Specialist,Mrs,Marketing Event,Hospitality
W_Lead.506,W_User.18,Working,David,Fernandez,2016-11-17 09:54:16,2017-04-05 09:54:16,Marketing Assistant,Rev,Data.com,Transportation
W_Lead.507,W_User.3,Submitted,Harold,Bennett,2016-10-13 22:35:42,2017-03-06 22:35:42,Software Consultant,Rev,Partner,Government
W_Lead.508,W_User.2,Rejected,Lawrence,Lane,2016-10-05 10:34:14,2016-12-12 10:34:14,Research Associate,Ms,Website,Machinery
W_Lead.509,W_User.5,Approved,Martin,Hill,2016-07-02 16:20:41,2016-10-25 16:20:41,Developer II,Rev,Social Media,Technology
W_Lead.510,W_User.12,Qualified - Convert,Clarence,Rose,2016-07-28 09:58:00,2016-08-25 09:58:00,Director of Sales,Mrs,Website,Entertainment
W_Lead.511,W_User.4,Open,Philip,Webb,2017-01-12 01:56:59,2017-04-15 01:56:59,Software Consultant,Mrs,Referral,Engineering
W_Lead.512,W_User.9,Open,Todd,Tucker,2016-12-02 11:43:42,2017-02-07 11:43:42,Analyst Programmer,Honorable,Social Media,Insurance
W_Lead.513,W_User.4,Submitted,Billy,Perry,2017-01-15 10:32:38,2017-06-22 10:32:38,Safety Technician I,Dr,Website,Environmental
W_Lead.514,W_User.9,Open,Thomas,Day,2016-10-11 08:43:27,2017-04-08 08:43:27,Web Developer II,Rev,Partner,Engineering
W_Lead.515,W_User.16,Rejected,Benjamin,Russell,2016-10-13 05:31:01,2016-12-07 05:31:01,Professor,Rev,Social Media,Entertainment
W_Lead.516,W_User.17,Draft,Anthony,Washington,2017-01-23 14:20:40,2017-02-26 14:20:40,Desktop Support Technician,Honorable,Referral,Consulting
W_Lead.517,W_User.11,Pending,Jack,Moreno,2016-09-19 11:45:41,2016-10-10 11:45:41,Media Manager I,Honorable,Social Media,Government
W_Lead.518,W_User.9,Submitted,Bruce,Sims,2016-08-26 01:45:15,2017-03-18 01:45:15,Safety Technician I,Ms,Social Media,Biotechnology
W_Lead.519,W_User.1,Draft,David,Freeman,2016-09-01 23:08:58,2017-03-06 23:08:58,Assistant Professor,Dr,Marketing Event,Biotechnology
W_Lead.520,W_User.8,Rejected,Terry,Stone,2016-08-14 10:54:17,2016-09-24 10:54:17,Health Coach III,Ms,Marketing Event,Consulting
W_Lead.521,W_User.5,Qualified - Convert,Philip,Snyder,2016-12-05 23:34:26,2017-03-06 23:34:26,Systems Administrator III,Ms,Inbound Call,Food & Beverage
W_Lead.522,W_User.15,Working,Jerry,Hill,2016-08-10 13:37:21,2017-03-06 13:37:21,Environmental Specialist,Ms,Social Media,Transportation
W_Lead.523,W_User.18,Qualified - Convert,Kenneth,Fisher,2016-08-20 18:46:15,2016-10-08 18:46:15,Senior Editor,Ms,Cold Call,Machinery
W_Lead.524,W_User.7,Qualified - Convert,Nicholas,Hanson,2016-07-14 11:36:46,2016-09-20 11:36:46,VP Product Management,Rev,Referral,Apparel
W_Lead.525,W_User.14,Rejected,Martin,Murphy,2016-07-12 03:40:00,2016-10-01 03:40:00,Accounting Assistant IV,Mr,Community,Consulting
W_Lead.526,W_User.10,Submitted,Bobby,Reed,2016-07-15 18:28:29,2017-01-22 18:28:29,Financial Advisor,Mr,Social Media,Entertainment
W_Lead.527,W_User.2,Rejected,John,Oliver,2016-12-15 13:17:37,2017-05-25 13:17:37,Senior Cost Accountant,Dr,Inbound Call,Consulting
W_Lead.528,W_User.20,Working,Walter,Hicks,2016-08-20 10:15:58,2017-03-14 10:15:58,Senior Developer,Mrs,Website,Environmental
W_Lead.529,W_User.4,Qualified - Convert,Phillip,Williamson,2016-11-22 03:22:15,2017-03-26 03:22:15,Speech Pathologist,Dr,Referral,Healthcare & Life Sciences
W_Lead.530,W_User.9,Approved,Timothy,Watson,2016-08-11 11:30:40,2017-01-21 11:30:40,Programmer Analyst IV,Ms,Social Media,Biotechnology
W_Lead.531,W_User.4,Submitted,Todd,Powell,2016-11-30 02:19:25,2017-06-13 02:19:25,Database Administrator IV,Mrs,Marketing Event,Government
W_Lead.532,W_User.9,Open,Eugene,Morris,2016-08-27 21:40:06,2016-12-18 21:40:06,Teacher,Mrs,Community,Entertainment
W_Lead.533,W_User.14,Open,Paul,Riley,2016-07-25 16:35:59,2016-11-12 16:35:59,Senior Financial Analyst,Mr,Cold Call,Agriculture
W_Lead.534,W_User.14,Rejected,David,Garza,2016-12-20 02:58:27,2017-05-28 02:58:27,Data Coordiator,Honorable,Partner,Banking
W_Lead.535,W_User.2,Approved,Fred,Hanson,2016-11-01 15:06:56,2017-01-01 15:06:56,VP Quality Control,Dr,Website,Machinery
W_Lead.536,W_User.1,Qualified - Convert,Lawrence,Warren,2016-10-08 17:28:14,2017-03-02 17:28:14,Community Outreach Specialist,Honorable,Data.com,Machinery
W_Lead.537,W_User.14,Submitted,Billy,West,2017-01-12 01:15:49,2017-08-10 01:15:49,Executive Secretary,Rev,Website,Apparel
W_Lead.538,W_User.1,Draft,Justin,Robinson,2016-12-30 20:34:29,2017-03-29 20:34:29,Financial Analyst,Ms,Cold Call,Transportation
W_Lead.539,W_User.13,Archived,Jose,Watkins,2017-01-12 07:07:44,2017-02-24 07:07:44,Office Assistant II,Mrs,Community,Transportation
W_Lead.540,W_User.5,Qualified - Convert,Aaron,Taylor,2016-12-09 21:52:07,2017-04-22 21:52:07,Software Test Engineer III,Honorable,Marketing Event,Media
W_Lead.541,W_User.18,Rejected,Brian,Stevens,2017-01-28 12:49:50,2017-03-31 12:49:50,Technical Writer,Mr,Partner,Chemicals
W_Lead.542,W_User.17,Approved,Victor,Pierce,2016-09-08 17:16:10,2016-09-29 17:16:10,Food Chemist,Mr,Community,Finance
W_Lead.543,W_User.13,Submitted,Stephen,Myers,2016-11-01 22:47:10,2017-04-03 22:47:10,Operator,Mr,Website,Food & Beverage
W_Lead.544,W_User.5,Pending,Aaron,Clark,2016-11-10 18:33:07,2016-12-16 18:33:07,Editor,Mr,Marketing Event,Energy
