ConvertedOpportunity.External_Id__c,LeadSource,ConvertedAccount.External_Id__c,Owner.External_Id__c,ConvertedDate__c,CreatedDate__c,External_Id__c,Status,IsConverted,ConvertedContact.External_Id__c,FirstName,LastName,Company,Industry,State,IsUnreadByOwner,Rating
,Fields Sales,,W_Sales_User.9,,2016-08-02 00:00:00,W_Lead.405,New,false,,Marcus,Sanchez,,,,true,Warm
,Reseller,,W_Sales_User.11,,2015-12-14 00:00:00,W_Lead.406,Contacted,false,,Victor,Myers,,,,true,Hot
,Reseller,,W_Sales_User.2,,2016-12-30 00:00:00,W_Lead.407,Draft,false,,Melissa,Huber,,,,true,Cool
,Fields Sales,,W_Sales_User.3,,2016-11-15 00:00:00,W_Lead.408,Contacted,false,,Christopher,Diaz,,,,true,Hot
,Fields Sales,,W_Sales_User.10,,2017-02-16 00:00:00,W_Lead.409,Contacted,false,,Teresa,Williams,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2016-11-24 00:00:00,W_Lead.410,Pending,false,,Spencer,Mcgee,,,,true,Warm
,Reseller,,W_Sales_User.3,,2017-02-04 00:00:00,W_Lead.411,New,false,,James,Reeves,,,,false,Cool
,Reseller,,W_Sales_User.8,,2015-10-18 00:00:00,W_Lead.412,Draft,false,,Deborah,Turner,,,,true,Warm
,Fields Sales,,W_Sales_User.5,,2016-01-09 00:00:00,W_Lead.413,Submitted,false,,Kendra,Roberts,,,,true,Hot
,Reseller,,W_Sales_User.10,,2016-07-09 00:00:00,W_Lead.414,Open,false,,Ashley,Colon,,,,false,Cool
W_Opportunity.44739,Fields Sales,W_Account.3341,W_Sales_User.6,2015-09-04,2015-07-28 00:00:00,W_Lead.415,Qualified - Convert,true,W_Contact.3341,Michelle,Spencer,Newgate Internet,Electronics,ID,false,Hot
,Reseller,,W_Sales_User.2,,2017-05-03 00:00:00,W_Lead.416,Contacted,false,,Sergio,Stephens,,,,false,Hot
,Fields Sales,,W_Sales_User.11,,2016-10-26 00:00:00,W_Lead.417,Working,false,,Sophia,Barrett,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2016-07-26 00:00:00,W_Lead.418,Open,false,,Thomas,Watson,,,,false,Warm
,Reseller,,W_Sales_User.1,,2015-10-21 00:00:00,W_Lead.419,New,false,,Susan,White,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2015-07-03 00:00:00,W_Lead.420,Rejected,false,,Mallory,Clarke,,,,true,Warm
,Fields Sales,,W_Sales_User.4,,2016-02-07 00:00:00,W_Lead.421,Approved,false,,Tammy,Wagner,,,,true,Cool
,Fields Sales,,W_Sales_User.5,,2016-02-22 00:00:00,W_Lead.422,Working,false,,Dalton,Horn,,,,true,Cool
,Fields Sales,,W_Sales_User.5,,2016-07-29 00:00:00,W_Lead.423,New,false,,Nicholas,Murray,,,,false,Warm
,Reseller,,W_Sales_User.3,,2015-09-10 00:00:00,W_Lead.424,Open,false,,Christie,Richardson,,,,true,Warm
,Fields Sales,,W_Sales_User.1,,2017-01-28 00:00:00,W_Lead.425,Approved,false,,Rodney,White,,,,false,Cool
,Reseller,,W_Sales_User.10,,2017-01-31 00:00:00,W_Lead.426,Approved,false,,Amanda,Guerra,,,,true,Cool
,Reseller,,W_Sales_User.9,,2016-02-02 00:00:00,W_Lead.427,Submitted,false,,Michele,Copeland,,,,true,Warm
,Fields Sales,,W_Sales_User.10,,2015-10-06 00:00:00,W_Lead.428,Archived,false,,Carmen,Graham,,,,true,Hot
,Fields Sales,,W_Sales_User.3,,2016-04-23 00:00:00,W_Lead.429,Draft,false,,Ashley,Wilson,,,,true,Cool
,Reseller,,W_Sales_User.4,,2016-04-12 00:00:00,W_Lead.430,Archived,false,,Darren,Parsons,,,,true,Cool
,Reseller,,W_Sales_User.7,,2015-07-28 00:00:00,W_Lead.431,New,false,,Kyle,Graves,,,,false,Cool
,Reseller,,W_Sales_User.9,,2016-11-25 00:00:00,W_Lead.432,New,false,,Henry,Wood,,,,true,Warm
,Reseller,,W_Sales_User.8,,2017-01-21 00:00:00,W_Lead.433,Working,false,,Connie,Mayo,,,,true,Cool
,Reseller,,W_Sales_User.4,,2017-04-24 00:00:00,W_Lead.434,Working,false,,Sabrina,Winters,,,,false,Cool
,Reseller,,W_Sales_User.3,,2016-05-01 00:00:00,W_Lead.435,Rejected,false,,Sara,Luna,,,,true,Cool
,Reseller,,W_Sales_User.10,,2015-08-04 00:00:00,W_Lead.436,Working,false,,Audrey,Olsen,,,,false,Cool
,Fields Sales,,W_Sales_User.16,,2017-05-08 00:00:00,W_Lead.437,Draft,false,,Karen,Lopez,,,,true,Warm
,Reseller,,W_Sales_User.15,,2015-08-30 00:00:00,W_Lead.438,Working,false,,Matthew,Pena,,,,true,Hot
,Reseller,,W_Sales_User.15,,2016-08-16 00:00:00,W_Lead.439,New,false,,Audrey,Petersen,,,,true,Hot
,Fields Sales,,W_Sales_User.13,,2016-05-19 00:00:00,W_Lead.440,Working,false,,David,Holden,,,,true,Cool
,Fields Sales,,W_Sales_User.10,,2017-03-29 00:00:00,W_Lead.441,Approved,false,,Tina,White,,,,false,Warm
,Reseller,,W_Sales_User.14,,2015-05-21 00:00:00,W_Lead.442,New,false,,Felicia,Carpenter,,,,false,Hot
,Reseller,,W_Sales_User.15,,2017-04-18 00:00:00,W_Lead.443,Approved,false,,Kelly,Hicks,,,,true,Warm
,Reseller,,W_Sales_User.7,,2016-11-26 00:00:00,W_Lead.444,Draft,false,,Sharon,Wood,,,,true,Cool
,Fields Sales,,W_Sales_User.8,,2015-08-03 00:00:00,W_Lead.445,Working,false,,Melissa,Morris,,,,false,Warm
,Reseller,,W_Sales_User.12,,2015-08-31 00:00:00,W_Lead.446,Archived,false,,Damon,Brown,,,,false,Hot
,Reseller,,W_Sales_User.10,,2017-01-16 00:00:00,W_Lead.447,Approved,false,,Kimberly,Stuart,,,,true,Warm
,Reseller,,W_Sales_User.17,,2015-08-02 00:00:00,W_Lead.448,Archived,false,,Debra,Harmon,,,,true,Warm
,Fields Sales,,W_Sales_User.14,,2016-10-21 00:00:00,W_Lead.449,Working,false,,Kevin,Lane,,,,true,Hot
,Fields Sales,,W_Sales_User.10,,2016-10-23 00:00:00,W_Lead.450,Working,false,,Ryan,Wilkins,,,,true,Warm
,Reseller,,W_Sales_User.10,,2015-10-25 00:00:00,W_Lead.451,Submitted,false,,Dawn,Mullins,,,,true,Cool
,Reseller,,W_Sales_User.9,,2016-12-16 00:00:00,W_Lead.452,New,false,,Tyler,Walker,,,,true,Warm
,Reseller,,W_Sales_User.7,,2016-03-08 00:00:00,W_Lead.453,Archived,false,,Michael,Bridges,,,,false,Warm
,Reseller,,W_Sales_User.10,,2016-12-25 00:00:00,W_Lead.454,Archived,false,,Sara,Carrillo,,,,false,Hot
,Reseller,,W_Sales_User.14,,2016-06-23 00:00:00,W_Lead.455,Rejected,false,,Elizabeth,Adams,,,,false,Warm
,Reseller,,W_Sales_User.14,,2017-01-06 00:00:00,W_Lead.456,New,false,,Christina,Jacobs,,,,false,Cool
,Reseller,,W_Sales_User.13,,2016-05-29 00:00:00,W_Lead.457,Submitted,false,,Christopher,Powell,,,,false,Hot
,Fields Sales,,W_Sales_User.10,,2016-04-09 00:00:00,W_Lead.458,Open,false,,Patrick,Gonzalez,,,,false,Hot
,Reseller,,W_Sales_User.12,,2015-06-18 00:00:00,W_Lead.459,Pending,false,,Crystal,Oliver,,,,true,Hot
,Reseller,,W_Sales_User.16,,2017-04-19 00:00:00,W_Lead.460,Draft,false,,Patricia,Hernandez,,,,true,Warm
W_Opportunity.48618,Reseller,W_Account.3579,W_Sales_User.7,2016-05-14,2016-01-25 00:00:00,W_Lead.461,Qualified - Convert,true,W_Contact.3579,Anthony,Mullen,Partnerware,Banking,TX,false,Warm
,Other,,W_Sales_User.13,,2016-01-03 00:00:00,W_Lead.462,Rejected,false,,Kimberly,Sampson,,,,true,Warm
,Fields Sales,,W_Sales_User.17,,2015-12-13 00:00:00,W_Lead.463,Pending,false,,Philip,Clark,,,,true,Warm
W_Opportunity.49213,Reseller,W_Account.3610,W_Sales_User.16,2017-05-12,2017-03-03 00:00:00,W_Lead.464,Qualified - Convert,true,W_Contact.3610,David,Frederick,Control Center,Transportation,NH,false,Cool
W_Opportunity.49795,Reseller,W_Account.3634,W_Sales_User.10,2016-05-21,2016-03-30 00:00:00,W_Lead.465,Qualified - Convert,true,W_Contact.3634,Linda,Cole,Strategic Database Research,Environmental,NY,false,Hot
,Reseller,,W_Sales_User.17,,2016-07-17 00:00:00,W_Lead.466,Approved,false,,Matthew,Jones,,,,true,Warm
,Fields Sales,,W_Sales_User.14,,2016-04-15 00:00:00,W_Lead.467,Rejected,false,,Edward,Lopez,,,,true,Warm
,Reseller,,W_Sales_User.7,,2016-03-14 00:00:00,W_Lead.468,New,false,,Amber,Thompson,,,,false,Cool
W_Opportunity.50648,Reseller,W_Account.3673,W_Sales_User.13,2016-01-31,2015-12-09 00:00:00,W_Lead.469,Qualified - Convert,true,W_Contact.3673,Megan,Spencer,Northern Valley Communications,Healthcare & Life Sciences,NH,false,Hot
,Reseller,,W_Sales_User.8,,2017-02-25 00:00:00,W_Lead.470,Draft,false,,Tiffany,Owen,,,,true,Warm
,Reseller,,W_Sales_User.15,,2016-04-06 00:00:00,W_Lead.471,Submitted,false,,Wanda,Bennett,,,,false,Cool
,Fields Sales,,W_Sales_User.10,,2016-12-03 00:00:00,W_Lead.472,Pending,false,,Stacy,Bush,,,,true,Warm
,Reseller,,W_Sales_User.7,,2016-09-25 00:00:00,W_Lead.473,Submitted,false,,Julie,Prince,,,,true,Hot
,Reseller,,W_Sales_User.10,,2015-10-29 00:00:00,W_Lead.474,Approved,false,,Michelle,Bates,,,,true,Cool
,Reseller,,W_Sales_User.8,,2016-01-25 00:00:00,W_Lead.475,Open,false,,Christian,Walker,,,,true,Warm
W_Opportunity.51287,Reseller,W_Account.3705,W_Sales_User.10,2016-06-02,2016-01-27 00:00:00,W_Lead.476,Qualified - Convert,true,W_Contact.3705,Thomas,Casey,Sunburst Technology Corporation,Recreation,NJ,false,Cool
,Reseller,,W_Sales_User.14,,2016-11-04 00:00:00,W_Lead.477,New,false,,Ashley,Galvan,,,,false,Hot
,Reseller,,W_Sales_User.13,,2017-04-04 00:00:00,W_Lead.478,Pending,false,,Tracey,Miller,,,,true,Cool
,Fields Sales,,W_Sales_User.17,,2016-11-08 00:00:00,W_Lead.479,Rejected,false,,Amanda,Brewer,,,,true,Cool
,Reseller,,W_Sales_User.11,,2015-09-03 00:00:00,W_Lead.480,New,false,,Denise,Gonzalez,,,,false,Cool
,Reseller,,W_Sales_User.10,,2015-06-10 00:00:00,W_Lead.481,Archived,false,,Eric,Mccoy,,,,true,Warm
,Reseller,,W_Sales_User.11,,2015-07-15 00:00:00,W_Lead.482,Working,false,,Regina,Guzman,,,,true,Cool
,Reseller,,W_Sales_User.10,,2017-04-18 00:00:00,W_Lead.483,Working,false,,Julie,Hunt,,,,true,Warm
,Fields Sales,,W_Sales_User.14,,2016-01-29 00:00:00,W_Lead.484,Submitted,false,,David,Sloan,,,,true,Hot
,Fields Sales,,W_Sales_User.13,,2015-05-21 00:00:00,W_Lead.485,Rejected,false,,Donna,Mendoza,,,,true,Warm
,Reseller,,W_Sales_User.8,,2016-12-15 00:00:00,W_Lead.486,Rejected,false,,Jesse,Wilson,,,,true,Hot
,Fields Sales,,W_Sales_User.13,,2017-04-26 00:00:00,W_Lead.487,Rejected,false,,Jennifer,Church,,,,true,Warm
,Fields Sales,,W_Sales_User.16,,2015-11-04 00:00:00,W_Lead.488,Draft,false,,Shannon,King,,,,false,Hot
,Fields Sales,,W_Sales_User.16,,2017-01-20 00:00:00,W_Lead.489,Rejected,false,,Andrea,Bowen,,,,true,Hot
,Other,,W_Sales_User.9,,2016-01-30 00:00:00,W_Lead.490,Pending,false,,Jeremy,Johnson,,,,true,Hot
,Fields Sales,,W_Sales_User.10,,2015-12-04 00:00:00,W_Lead.491,New,false,,Christine,Potts,,,,true,Cool
,Fields Sales,,W_Sales_User.13,,2015-05-14 00:00:00,W_Lead.492,New,false,,Matthew,Hansen,,,,true,Hot
,Reseller,,W_Sales_User.7,,2015-10-19 00:00:00,W_Lead.493,Rejected,false,,Megan,Benson,,,,false,Hot
,Reseller,,W_Sales_User.7,,2016-05-13 00:00:00,W_Lead.494,Rejected,false,,Steven,Newton,,,,true,Warm
,Reseller,,W_Sales_User.11,,2015-08-17 00:00:00,W_Lead.495,Submitted,false,,Danielle,Nelson,,,,true,Warm
,Fields Sales,,W_Sales_User.11,,2016-12-01 00:00:00,W_Lead.496,New,false,,William,Singh,,,,true,Warm
,Reseller,,W_Sales_User.13,,2016-09-17 00:00:00,W_Lead.497,Approved,false,,David,Brown,,,,true,Cool
,Reseller,,W_Sales_User.7,,2015-11-10 00:00:00,W_Lead.498,Open,false,,Alan,Stevenson,,,,true,Warm
W_Opportunity.55322,Reseller,W_Account.3868,W_Sales_User.12,2016-09-24,2016-05-31 00:00:00,W_Lead.499,Qualified - Convert,true,W_Contact.3868,Brittany,Friedman,Atto BioScience,Recreation,RI,false,Warm
,Fields Sales,,W_Sales_User.17,,2015-10-09 00:00:00,W_Lead.500,Archived,false,,Julie,Davis,,,,true,Warm
,Reseller,,W_Sales_User.8,,2016-10-28 00:00:00,W_Lead.501,Approved,false,,Danielle,Rodriguez,,,,false,Cool
,Reseller,,W_Sales_User.14,,2015-07-24 00:00:00,W_Lead.502,Pending,false,,Jessica,Wright,,,,true,Cool
,Reseller,,W_Sales_User.7,,2017-03-07 00:00:00,W_Lead.503,Working,false,,Daniel,Henson,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2017-03-16 00:00:00,W_Lead.504,Approved,false,,Joel,Keith,,,,true,Cool
,Reseller,,W_Sales_User.13,,2016-05-11 00:00:00,W_Lead.505,Pending,false,,Derrick,Mitchell,,,,true,Hot
,Fields Sales,,W_Sales_User.15,,2016-02-05 00:00:00,W_Lead.506,Submitted,false,,Jerry,Lester,,,,true,Hot
,Reseller,,W_Sales_User.12,,2016-07-31 00:00:00,W_Lead.507,Approved,false,,Edward,Gomez,,,,true,Hot
,Reseller,,W_Sales_User.16,,2016-01-28 00:00:00,W_Lead.508,Working,false,,Sophia,Hansen,,,,true,Hot
W_Opportunity.56262,Fields Sales,W_Account.3911,W_Sales_User.11,2016-12-22,2016-10-16 00:00:00,W_Lead.509,Qualified - Convert,true,W_Contact.3911,Cheryl,Mitchell,Laser Logic Incorporated,Insurance,AR,false,Cool
,Reseller,,W_Sales_User.12,,2017-04-30 00:00:00,W_Lead.510,Approved,false,,Benjamin,Mayo,,,,true,Warm
,Fields Sales,,W_Sales_User.12,,2015-11-11 00:00:00,W_Lead.511,Open,false,,Cristian,Guerrero,,,,true,Warm
,Fields Sales,,W_Sales_User.13,,2015-11-24 00:00:00,W_Lead.512,Pending,false,,Samuel,Fox,,,,true,Cool
,Fields Sales,,W_Sales_User.11,,2015-08-24 00:00:00,W_Lead.513,Rejected,false,,Marcus,Wilson,,,,true,Warm
,Reseller,,W_Sales_User.7,,2017-02-22 00:00:00,W_Lead.514,Archived,false,,Melinda,Shea,,,,true,Warm
,Reseller,,W_Sales_User.17,,2016-03-19 00:00:00,W_Lead.515,Contacted,false,,Heather,Vazquez,,,,true,Hot
,Fields Sales,,W_Sales_User.13,,2016-02-17 00:00:00,W_Lead.516,New,false,,Jacqueline,Stein,,,,true,Hot
,Reseller,,W_Sales_User.13,,2016-02-12 00:00:00,W_Lead.517,Rejected,false,,Charles,Mayer,,,,false,Hot
,Fields Sales,,W_Sales_User.7,,2015-08-14 00:00:00,W_Lead.518,New,false,,Adrian,Hardin,,,,true,Warm
,Reseller,,W_Sales_User.9,,2016-01-09 00:00:00,W_Lead.519,Working,false,,Jessica,Smith,,,,false,Hot
,Reseller,,W_Sales_User.13,,2016-02-04 00:00:00,W_Lead.520,New,false,,Ryan,Bishop,,,,true,Warm
,Fields Sales,,W_Sales_User.13,,2015-08-18 00:00:00,W_Lead.521,Working,false,,Justin,Jones,,,,true,Warm
,Reseller,,W_Sales_User.13,,2016-02-25 00:00:00,W_Lead.522,Contacted,false,,Michelle,Burns,,,,false,Hot
,Reseller,,W_Sales_User.9,,2016-10-28 00:00:00,W_Lead.523,Rejected,false,,Rachel,Smith,,,,true,Hot
,Reseller,,W_Sales_User.10,,2016-09-09 00:00:00,W_Lead.524,Approved,false,,Charles,Odonnell,,,,false,Warm
,Reseller,,W_Sales_User.8,,2015-11-05 00:00:00,W_Lead.525,Working,false,,Valerie,Hernandez,,,,false,Warm
,Reseller,,W_Sales_User.12,,2016-03-15 00:00:00,W_Lead.526,Archived,false,,Mitchell,Jordan,,,,false,Hot
,Reseller,,W_Sales_User.10,,2016-05-11 00:00:00,W_Lead.527,Archived,false,,Diane,Davis,,,,true,Warm
,Reseller,,W_Sales_User.10,,2017-01-03 00:00:00,W_Lead.528,Rejected,false,,Stacy,Strickland,,,,true,Warm
W_Opportunity.60804,Reseller,W_Account.4131,W_Sales_User.9,2017-05-02,2017-02-19 00:00:00,W_Lead.529,Qualified - Convert,true,W_Contact.4131,Jeffery,Moore,Young & Rubicam,Retail,NY,false,Cool
,Reseller,,W_Sales_User.15,,2015-12-19 00:00:00,W_Lead.530,Open,false,,Frank,Taylor,,,,true,Hot
,Reseller,,W_Sales_User.10,,2016-03-01 00:00:00,W_Lead.531,New,false,,Susan,Hernandez,,,,true,Hot
,Fields Sales,,W_Sales_User.13,,2015-09-05 00:00:00,W_Lead.532,Submitted,false,,Joseph,Patel,,,,true,Warm
,Fields Sales,,W_Sales_User.11,,2017-03-14 00:00:00,W_Lead.533,Open,false,,Gregory,Dougherty,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2016-05-16 00:00:00,W_Lead.534,New,false,,Kelly,Johnson,,,,false,Warm
,Fields Sales,,W_Sales_User.9,,2016-06-01 00:00:00,W_Lead.535,New,false,,Deborah,Simon,,,,true,Warm
,Reseller,,W_Sales_User.10,,2016-07-03 00:00:00,W_Lead.536,Approved,false,,Gregory,Santos,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2017-04-23 00:00:00,W_Lead.537,Approved,false,,Christopher,Stevenson,,,,true,Cool
,Fields Sales,,W_Sales_User.7,,2015-08-31 00:00:00,W_Lead.538,Archived,false,,David,Johnson,,,,true,Warm
W_Opportunity.61508,Reseller,W_Account.4175,W_Sales_User.8,2016-08-07,2016-06-19 00:00:00,W_Lead.539,Qualified - Convert,true,W_Contact.4175,Anthony,Moore,Cosa Instrument Corporation,Construction,PA,false,Cool
,Fields Sales,,W_Sales_User.9,,2016-05-24 00:00:00,W_Lead.540,New,false,,Christina,Armstrong,,,,true,Warm
,Reseller,,W_Sales_User.8,,2016-10-17 00:00:00,W_Lead.541,Submitted,false,,Stacey,Hughes,,,,true,Cool
,Fields Sales,,W_Sales_User.17,,2016-10-22 00:00:00,W_Lead.542,Open,false,,John,Tapia,,,,true,Hot
,Fields Sales,,W_Sales_User.12,,2016-04-04 00:00:00,W_Lead.543,New,false,,Lindsay,Dillon,,,,false,Cool
,Reseller,,W_Sales_User.9,,2015-09-14 00:00:00,W_Lead.544,Contacted,false,,Wayne,Garcia,,,,true,Hot
,Fields Sales,,W_Sales_User.14,,2017-01-01 00:00:00,W_Lead.545,Rejected,false,,Nicholas,Mccoy,,,,true,Hot
,Reseller,,W_Sales_User.14,,2016-02-28 00:00:00,W_Lead.546,Submitted,false,,Frank,Strong,,,,false,Warm
,Reseller,,W_Sales_User.16,,2015-12-08 00:00:00,W_Lead.547,Open,false,,Kimberly,Morrow,,,,true,Hot
,Reseller,,W_Sales_User.12,,2015-08-07 00:00:00,W_Lead.548,Working,false,,Kimberly,Thomas,,,,false,Warm
W_Opportunity.62254,Fields Sales,W_Account.4265,W_Sales_User.10,2016-02-27,2016-01-06 00:00:00,W_Lead.549,Qualified - Convert,true,W_Contact.4265,Katie,Johnson,SuperMarkets Online,Transportation,NJ,false,Hot
,Reseller,,W_Sales_User.15,,2017-02-16 00:00:00,W_Lead.550,Approved,false,,Jorge,Ellison,,,,true,Cool
W_Opportunity.62310,Reseller,W_Account.4274,W_Sales_User.10,2015-09-04,2015-08-02 00:00:00,W_Lead.551,Qualified - Convert,true,W_Contact.4274,Joseph,Walters,Ncp Solutions,Chemicals,NY,false,Cool
,Reseller,,W_Sales_User.13,,2016-11-12 00:00:00,W_Lead.552,Rejected,false,,Gregg,Clark,,,,true,Hot
,Reseller,,W_Sales_User.17,,2016-05-25 00:00:00,W_Lead.553,Contacted,false,,Carrie,Gray,,,,true,Hot
,Fields Sales,,W_Sales_User.12,,2016-03-03 00:00:00,W_Lead.554,Submitted,false,,Timothy,Hurley,,,,false,Hot
,Reseller,,W_Sales_User.7,,2016-07-25 00:00:00,W_Lead.555,Archived,false,,Emily,Brooks,,,,true,Cool
W_Opportunity.62606,Fields Sales,W_Account.4305,W_Sales_User.10,2017-05-27,2017-03-29 00:00:00,W_Lead.556,Qualified - Convert,true,W_Contact.4305,Destiny,Glenn,Segway,Financial Services,LA,false,Hot
,Reseller,,W_Sales_User.7,,2016-06-23 00:00:00,W_Lead.557,Working,false,,Veronica,King,,,,false,Hot
W_Opportunity.62704,Fields Sales,W_Account.4317,W_Sales_User.16,2016-02-27,2015-12-25 00:00:00,W_Lead.558,Qualified - Convert,true,W_Contact.4317,Justin,Jones,Premonition Technologies,Banking,KY,false,Cool
,Reseller,,W_Sales_User.8,,2016-12-25 00:00:00,W_Lead.559,Open,false,,Marie,Bishop,,,,false,Warm
,Fields Sales,,W_Sales_User.13,,2016-06-02 00:00:00,W_Lead.560,Archived,false,,Juan,Cooper,,,,true,Hot
,Reseller,,W_Sales_User.9,,2015-10-04 00:00:00,W_Lead.561,Archived,false,,Shawna,Hernandez,,,,true,Hot
,Reseller,,W_Sales_User.10,,2017-03-06 00:00:00,W_Lead.562,Pending,false,,Karen,Grant,,,,true,Cool
,Reseller,,W_Sales_User.10,,2015-06-24 00:00:00,W_Lead.563,Rejected,false,,Chad,Kennedy,,,,true,Cool
,Reseller,,W_Sales_User.9,,2016-07-12 00:00:00,W_Lead.564,Pending,false,,Christina,Calderon,,,,true,Cool
,Reseller,,W_Sales_User.7,,2015-12-06 00:00:00,W_Lead.565,Open,false,,Ryan,Holmes,,,,true,Warm
,Reseller,,W_Sales_User.13,,2015-12-08 00:00:00,W_Lead.566,New,false,,Kerry,Kim,,,,true,Warm
,Fields Sales,,W_Sales_User.16,,2016-01-21 00:00:00,W_Lead.567,Pending,false,,Scott,Harrington,,,,false,Cool
,Fields Sales,,W_Sales_User.14,,2016-04-25 00:00:00,W_Lead.568,Archived,false,,Billy,Callahan,,,,true,Warm
,Fields Sales,,W_Sales_User.17,,2016-01-31 00:00:00,W_Lead.569,Rejected,false,,Christy,Mcgee,,,,false,Hot
,Reseller,,W_Sales_User.15,,2016-05-20 00:00:00,W_Lead.570,Submitted,false,,Bobby,Collins,,,,true,Cool
,Reseller,,W_Sales_User.9,,2016-02-14 00:00:00,W_Lead.571,New,false,,Ronald,Rodgers,,,,true,Hot
,Telesales,,W_Sales_User.13,,2015-06-12 00:00:00,W_Lead.572,Approved,false,,Garrett,Knight,,,,true,Cool
,Reseller,,W_Sales_User.12,,2016-06-30 00:00:00,W_Lead.573,New,false,,Steven,Kelly,,,,true,Hot
,Reseller,,W_Sales_User.10,,2015-11-26 00:00:00,W_Lead.574,Archived,false,,Brianna,Ryan,,,,true,Cool
,Reseller,,W_Sales_User.16,,2016-05-30 00:00:00,W_Lead.575,Contacted,false,,Cory,House,,,,false,Hot
,Reseller,,W_Sales_User.10,,2015-09-07 00:00:00,W_Lead.576,Pending,false,,Crystal,Hays,,,,false,Warm
W_Opportunity.64201,Reseller,W_Account.4478,W_Sales_User.14,2016-02-24,2016-01-28 00:00:00,W_Lead.577,Qualified - Convert,true,W_Contact.4478,Tyler,Jones,FT Knowledge Dialogue,Utilities,SC,false,Hot
,Reseller,,W_Sales_User.7,,2017-01-28 00:00:00,W_Lead.578,Submitted,false,,Lisa,Anderson,,,,true,Cool
,Fields Sales,,W_Sales_User.11,,2016-09-04 00:00:00,W_Lead.579,Open,false,,Thomas,Edwards,,,,true,Cool
,Fields Sales,,W_Sales_User.17,,2016-09-30 00:00:00,W_Lead.580,Contacted,false,,Miguel,Petersen,,,,false,Warm
W_Opportunity.64529,Fields Sales,W_Account.4522,W_Sales_User.9,2015-11-07,2015-09-10 00:00:00,W_Lead.581,Qualified - Convert,true,W_Contact.4522,Carl,Hatfield,Clearview Project,Media,AR,false,Hot
,Reseller,,W_Sales_User.16,,2016-01-15 00:00:00,W_Lead.582,Pending,false,,Brandi,Lopez,,,,true,Warm
,Reseller,,W_Sales_User.7,,2015-09-05 00:00:00,W_Lead.583,Contacted,false,,Jeffrey,Chase,,,,false,Cool
,Reseller,,W_Sales_User.11,,2016-09-22 00:00:00,W_Lead.584,Archived,false,,Dawn,Washington,,,,false,Hot
,Reseller,,W_Sales_User.9,,2015-07-31 00:00:00,W_Lead.585,Draft,false,,Elizabeth,Gonzales,,,,true,Cool
,Fields Sales,,W_Sales_User.15,,2016-01-03 00:00:00,W_Lead.586,Approved,false,,Dylan,Scott,,,,false,Hot
,Fields Sales,,W_Sales_User.14,,2015-08-13 00:00:00,W_Lead.587,New,false,,Christina,Christian,,,,true,Cool
,Fields Sales,,W_Sales_User.10,,2016-01-29 00:00:00,W_Lead.588,Contacted,false,,Kevin,Ford,,,,true,Hot
,Reseller,,W_Sales_User.14,,2016-08-06 00:00:00,W_Lead.589,Contacted,false,,Michael,Jones,,,,false,Cool
,Fields Sales,,W_Sales_User.9,,2015-10-27 00:00:00,W_Lead.590,Contacted,false,,Robert,Jones,,,,false,Hot
,Reseller,,W_Sales_User.7,,2016-10-29 00:00:00,W_Lead.591,Pending,false,,Kevin,Chavez,,,,false,Cool
,Fields Sales,,W_Sales_User.14,,2016-03-27 00:00:00,W_Lead.592,Archived,false,,Alexis,Williams,,,,true,Cool
,Reseller,,W_Sales_User.11,,2016-03-05 00:00:00,W_Lead.593,New,false,,Ryan,Peters,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2016-04-21 00:00:00,W_Lead.594,Submitted,false,,David,Davis,,,,true,Cool
,Fields Sales,,W_Sales_User.11,,2015-12-20 00:00:00,W_Lead.595,Open,false,,Darius,Mcbride,,,,true,Hot
,Fields Sales,,W_Sales_User.10,,2016-12-18 00:00:00,W_Lead.596,Contacted,false,,Elizabeth,Carter,,,,true,Hot
,Fields Sales,,W_Sales_User.14,,2015-10-28 00:00:00,W_Lead.597,Working,false,,Veronica,Rhodes,,,,true,Cool
,Telecoverage,,W_Sales_User.16,,2015-09-20 00:00:00,W_Lead.598,Working,false,,Brenda,Baker,,,,false,Hot
,Fields Sales,,W_Sales_User.17,,2015-07-26 00:00:00,W_Lead.599,Contacted,false,,Alan,Price,,,,true,Hot
,Reseller,,W_Sales_User.13,,2016-10-15 00:00:00,W_Lead.600,Rejected,false,,Stephanie,Duran,,,,true,Hot
,Fields Sales,,W_Sales_User.17,,2016-05-19 00:00:00,W_Lead.601,New,false,,Kimberly,Sandoval,,,,true,Cool
,Reseller,,W_Sales_User.8,,2017-01-16 00:00:00,W_Lead.602,Rejected,false,,Samantha,Sweeney,,,,true,Warm
,Fields Sales,,W_Sales_User.8,,2017-03-05 00:00:00,W_Lead.603,New,false,,Jeffery,Mccall,,,,false,Warm
,Fields Sales,,W_Sales_User.11,,2015-06-13 00:00:00,W_Lead.604,Draft,false,,April,Smith,,,,true,Hot
,Fields Sales,,W_Sales_User.15,,2015-11-03 00:00:00,W_Lead.605,Archived,false,,Rebecca,Hull,,,,false,Warm
